Text,Language,Label,Text_rm_rg,Text-rm-emo,Text_rm_sw,stemmed
@LegalDogma @TJSmithEsquire @Clevy_Law I've worked hard on the humility. I encourage everyone to work on it. It doesn't come easy to all. Just another place where I dominate.,en,litigious,   I've worked hard on the humility. I encourage everyone to work on it. It doesn't come easy to all. Just another place where I dominate.,   I've worked hard on the humility. I encourage everyone to work on it. It doesn't come easy to all. Just another place where I dominate.,I've worked hard humility. I encourage everyone work it. It come easy all. Just another place I dominate.,i'v work hard humility. i encourag everyon work it. it come easi all. just anoth place i dominate.
Army couple to receive $15M settlement for botched delivery at Tripler hospital | Stars and Stripes https://t.co/TpVYQg3Zp4,en,litigious,Army couple to receive $15M settlement for botched delivery at Tripler hospital | Stars and Stripes ,Army couple to receive $15M settlement for botched delivery at Tripler hospital | Stars and Stripes ,Army couple receive $15M settlement botched delivery Tripler hospital | Stars Stripes,armi coupl receiv $15m settlement botch deliveri tripler hospit | star stripe
Lmfaaooooo wtf wrong with this chick,en,negative,Lmfaaooooo wtf wrong with this chick,Lmfaaooooo wtf wrong with this chick,Lmfaaooooo wtf wrong chick,lmfaaooooo wtf wrong chick
"@mindykaling @missnemmanuel @iNikeshPatel @rebeccaritt @hulu 

I’m probably late to the party on this but:

Great job on Four Weddings &amp; a Funeral! Really enjoyed it! Great story telling, lovable performances, &amp; much needed diversity w/out making the diversity the selling point.",en,uncertainty,"     I’m probably late to the party on this but:Great job on Four Weddings &amp; a Funeral! Really enjoyed it! Great story telling, lovable performances, &amp; much needed diversity w/out making the diversity the selling point.","     I’m probably late to the party on this but:Great job on Four Weddings &amp; a Funeral! Really enjoyed it! Great story telling, lovable performances, &amp; much needed diversity w/out making the diversity the selling point.","I’m probably late party but:Great job Four Weddings &amp; Funeral! Really enjoyed it! Great story telling, lovable performances, &amp; much needed diversity w/out making diversity selling point.","i’m probabl late parti but:great job four wed &amp; funeral! realli enjoy it! great stori telling, lovabl performances, &amp; much need divers w/out make divers sell point."
"@suegyford Somewhere I have some photos of cycling along it, it was great to sail past all the people stuck in traffic jams. The most miraculous thing though was the time three no. 22 buses managed to run into each other on it.",en,uncertainty," Somewhere I have some photos of cycling along it, it was great to sail past all the people stuck in traffic jams. The most miraculous thing though was the time three no. 22 buses managed to run into each other on it."," Somewhere I have some photos of cycling along it, it was great to sail past all the people stuck in traffic jams. The most miraculous thing though was the time three no. 22 buses managed to run into each other on it.","Somewhere I photos cycling along it, great sail past people stuck traffic jams. The miraculous thing though time three no. 22 buses managed run it.","somewher i photo cycl along it, great sail past peopl stuck traffic jams. the miracul thing though time three no. 22 buse manag run it."
@DragonLarge @Hexshwoom @P07U5 @ZayoStan @Punchmeat_ @joejoej28808178 @banefulbabe @ha1aaaaa @gpbhr125 hacked data? the fake documents? they language was wrong and contained traditional characters.,en,negative,         hacked data? the fake documents? they language was wrong and contained traditional characters.,         hacked data? the fake documents? they language was wrong and contained traditional characters.,hacked data? fake documents? language wrong contained traditional characters.,hack data? fake documents? languag wrong contain tradit characters.
"@baldmiya kiyoomi 100% that person to have an app that lets him keep track of sales on all foodstuffs &amp; appliances. ur so right the poor dude has stomach ulcers clogging up his innards.

atsumu: ""haha omi look this one makes funny noises!""

kiyoomi sighing. ""ok. we'll go with that one.""",en,negative," kiyoomi 100% that person to have an app that lets him keep track of sales on all foodstuffs &amp; appliances. ur so right the poor dude has stomach ulcers clogging up his innards.atsumu: ""haha omi look this one makes funny noises!""kiyoomi sighing. ""ok. we'll go with that one."""," kiyoomi 100% that person to have an app that lets him keep track of sales on all foodstuffs &amp; appliances. ur so right the poor dude has stomach ulcers clogging up his innards.atsumu: ""haha omi look this one makes funny noises!""kiyoomi sighing. ""ok. we'll go with that one.""","kiyoomi 100% person app lets keep track sales foodstuffs &amp; appliances. ur right poor dude stomach ulcers clogging innards.atsumu: ""haha omi look one makes funny noises!""kiyoomi sighing. ""ok. we'll go one.""","kiyoomi 100% person app let keep track sale foodstuff &amp; appliances. ur right poor dude stomach ulcer clog innards.atsumu: ""haha omi look one make funni noises!""kiyoomi sighing. ""ok. we'll go one."""
Lol you guys. The day is finally here. Who would’ve guessed that my one tweet to get featured in an article somewhere would be because of nick jonas lol https://t.co/Gnzm1MIbS8,en,uncertainty,Lol you guys. The day is finally here. Who would’ve guessed that my one tweet to get featured in an article somewhere would be because of nick jonas lol ,Lol you guys. The day is finally here. Who would’ve guessed that my one tweet to get featured in an article somewhere would be because of nick jonas lol ,Lol guys. The day finally here. Who would’ve guessed one tweet get featured article somewhere would nick jonas lol,lol guys. the day final here. who would’v guess one tweet get featur articl somewher would nick jona lol
@Baltej_hoops @OnBallSteph Are u slow? He’s validating Steph proving everyone wrong,en,negative,  Are u slow? He’s validating Steph proving everyone wrong,  Are u slow? He’s validating Steph proving everyone wrong,Are u slow? He’s validating Steph proving everyone wrong,are u slow? he’ valid steph prove everyon wrong
@realamberheard I knew it! You are the long lost daughter of #Trump !!! It’s everyone else’s fault but yours 🖕 https://t.co/9WB8Aya1WV,en,negative, I knew it! You are the long lost daughter of Trump !!! It’s everyone else’s fault but yours 🖕 , I knew it! You are the long lost daughter of Trump !!! It’s everyone else’s fault but yours  middle_finger  ,I knew it! You long lost daughter Trump !!! It’s everyone else’s fault middle_finger,i knew it! you long lost daughter trump !!! it’ everyon else’ fault middle_fing
"#Valuer mission is to make #innovation #discovery easier, then check out what #position we are looking to fill. https://t.co/9dsGOdTpce",en,positive,"Valuer mission is to make innovation discovery easier, then check out what position we are looking to fill. ","Valuer mission is to make innovation discovery easier, then check out what position we are looking to fill. ","Valuer mission make innovation discovery easier, check position looking fill.","valuer mission make innov discoveri easier, check posit look fill."
Probably when I saw Transformers: Dark of the Moon https://t.co/lZp6eMvs0U,en,uncertainty,Probably when I saw Transformers: Dark of the Moon ,Probably when I saw Transformers: Dark of the Moon ,Probably I saw Transformers: Dark Moon,probabl i saw transformers: dark moon
@00piumprophecy @Mrkindness7 @lottareds you think Carti is the pinnacle of musical innovation in current hip hop ? not even close bro,en,positive,   you think Carti is the pinnacle of musical innovation in current hip hop ? not even close bro,   you think Carti is the pinnacle of musical innovation in current hip hop ? not even close bro,think Carti pinnacle musical innovation current hip hop ? even close bro,think carti pinnacl music innov current hip hop ? even close bro
@NavroopSingh_ @HimjaParekh Research in virology is not possible without Bats.☺ They can't fool those who know even basic virology.,en,uncertainty,  Research in virology is not possible without Bats.☺ They can't fool those who know even basic virology.,  Research in virology is not possible without Bats. smiling_face  They can't fool those who know even basic virology.,Research virology possible without Bats. smiling_face They can't fool know even basic virology.,research virolog possibl without bats. smiling_fac they can't fool know even basic virology.
A wonderful assembly today in honour of Mr. Palazzolo’s retirement! We will miss you and we wish you all the best! @maxwell_stangs https://t.co/fZBaJ7MDWz,en,positive,A wonderful assembly today in honour of Mr. Palazzolo’s retirement! We will miss you and we wish you all the best!  ,A wonderful assembly today in honour of Mr. Palazzolo’s retirement! We will miss you and we wish you all the best!  ,A wonderful assembly today honour Mr. Palazzolo’s retirement! We miss wish best!,a wonder assembl today honour mr. palazzolo’ retirement! we miss wish best!
@Rozb7aleeb Could you maybe share a list/ or make a playlist with all these songs you are always talking about?👀🙏🏽,en,uncertainty, Could you maybe share a list/ or make a playlist with all these songs you are always talking about?👀🙏🏽, Could you maybe share a list/ or make a playlist with all these songs you are always talking about? eyes  folded_hands  medium_skin_tone ,Could maybe share list/ make playlist songs always talking about? eyes folded_hands medium_skin_tone,could mayb share list/ make playlist song alway talk about? eye folded_hand medium_skin_ton
